Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2014Q1,S92000003,d,S08000029,Colorectal,NA,31,NA,30,NA
2014Q1,S92000003,d,S08000029,Head & Neck,NA,1,NA,1,NA
2014Q1,S92000003,d,S08000029,Lung,NA,26,NA,24,NA
2014Q1,S92000003,d,S08000029,Lymphoma,NA,6,NA,6,NA
2014Q1,S92000003,d,S08000029,Melanoma,NA,1,NA,1,NA
2014Q1,S92000003,d,S08000029,Ovarian,NA,3,NA,3,NA
2014Q1,S92000003,d,S08000029,Upper GI,NA,21,NA,20,NA
2014Q1,S92000003,d,S08000029,Urological,NA,37,NA,34,NA
2014Q1,S92000003,d,S08000030,Breast,NA,58,NA,54,NA
2014Q1,S92000003,d,S08000030,Cervical,NA,4,NA,4,NA
2014Q1,S92000003,d,S08000030,Colorectal,NA,29,NA,25,NA
2014Q1,S92000003,d,S08000030,Head & Neck,NA,6,NA,5,NA
2014Q1,S92000003,d,S08000030,Lung,NA,38,NA,35,NA
2014Q1,S92000003,d,S08000030,Melanoma,NA,9,NA,8,NA
2014Q1,S92000003,d,S08000030,Ovarian,NA,2,NA,2,NA
2014Q1,S92000003,d,S08000030,Upper GI,NA,32,NA,31,NA
2014Q1,S92000003,d,S08000030,Urological,NA,35,NA,30,NA
2014Q1,S92000003,d,S08000031,Breast,NA,202,NA,193,NA
2014Q1,S92000003,d,S08000031,Cervical,NA,11,NA,11,NA
2014Q1,S92000003,d,S08000031,Colorectal,NA,109,NA,97,NA
2014Q1,S92000003,d,S08000031,Head & Neck,NA,48,NA,43,NA
2014Q1,S92000003,d,S08000031,Lung,NA,171,NA,157,NA
2014Q1,S92000003,d,S08000031,Lymphoma,NA,30,NA,29,NA
2014Q1,S92000003,d,S08000031,Melanoma,NA,26,NA,26,NA
2014Q1,S92000003,d,S08000031,Ovarian,NA,19,NA,18,NA
2014Q1,S92000003,d,S08000031,Upper GI,NA,83,NA,69,NA
2014Q1,S92000003,d,S08000031,Urological,NA,124,NA,101,NA
2014Q1,S92000003,d,S08000032,Breast,NA,61,NA,59,NA
2014Q1,S92000003,d,S08000032,Cervical,NA,2,NA,2,NA
2014Q1,S92000003,d,S08000032,Colorectal,NA,45,NA,44,NA
2014Q1,S92000003,d,S08000032,Head & Neck,NA,7,NA,7,NA
2014Q1,S92000003,d,S08000032,Lung,NA,36,NA,36,NA
2014Q1,S92000003,d,S08000032,Lymphoma,NA,7,NA,7,NA
2014Q1,S92000003,d,S08000032,Melanoma,NA,16,NA,16,NA
2014Q1,S92000003,d,S08000032,Ovarian,NA,1,NA,1,NA
2014Q1,S92000003,d,S08000032,Upper GI,NA,18,NA,18,NA
2014Q1,S92000003,d,S08000032,Urological,NA,33,NA,28,NA
2014Q1,S92000003,d,SB0801,Colorectal,NA,1,NA,1,NA
2014Q1,S92000003,d,SB0801,Lung,NA,31,NA,26,NA
2014Q2,S92000003,d,S08000015,Breast,NA,73,NA,73,NA
2014Q2,S92000003,d,S08000015,Cervical,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000015,Colorectal,NA,38,NA,35,NA
2014Q2,S92000003,d,S08000015,Head & Neck,NA,6,NA,4,NA
2014Q2,S92000003,d,S08000015,Lung,NA,37,NA,36,NA
2014Q2,S92000003,d,S08000015,Lymphoma,NA,8,NA,6,NA
2014Q2,S92000003,d,S08000015,Melanoma,NA,9,NA,9,NA
2014Q2,S92000003,d,S08000015,Ovarian,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000015,Upper GI,NA,22,NA,20,NA
2014Q2,S92000003,d,S08000015,Urological,NA,32,NA,32,NA
2014Q2,S92000003,d,S08000016,Breast,NA,8,NA,8,NA
2014Q2,S92000003,d,S08000016,Cervical,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000016,Colorectal,NA,15,NA,15,NA
2014Q2,S92000003,d,S08000016,Lung,NA,13,NA,13,NA
2014Q2,S92000003,d,S08000016,Lymphoma,NA,6,NA,6,NA
2014Q2,S92000003,d,S08000016,Melanoma,NA,4,NA,4,NA
2014Q2,S92000003,d,S08000016,Ovarian,NA,5,NA,5,NA
2014Q2,S92000003,d,S08000016,Upper GI,NA,6,NA,6,NA
2014Q2,S92000003,d,S08000016,Urological,NA,12,NA,12,NA
2014Q2,S92000003,d,S08000017,Breast,NA,21,NA,21,NA
2014Q2,S92000003,d,S08000017,Colorectal,NA,22,NA,21,NA
2014Q2,S92000003,d,S08000017,Lung,NA,14,NA,14,NA
2014Q2,S92000003,d,S08000017,Lymphoma,NA,3,NA,3,NA
2014Q2,S92000003,d,S08000017,Melanoma,NA,5,NA,5,NA
2014Q2,S92000003,d,S08000017,Ovarian,NA,5,NA,5,NA
2014Q2,S92000003,d,S08000017,Upper GI,NA,11,NA,11,NA
2014Q2,S92000003,d,S08000017,Urological,NA,18,NA,18,NA
2014Q2,S92000003,d,S08000019,Breast,NA,41,NA,41,NA
2014Q2,S92000003,d,S08000019,Cervical,NA,2,NA,2,NA
2014Q2,S92000003,d,S08000019,Colorectal,NA,18,NA,18,NA
2014Q2,S92000003,d,S08000019,Head & Neck,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000019,Lung,NA,31,NA,31,NA
2014Q2,S92000003,d,S08000019,Lymphoma,NA,9,NA,9,NA
2014Q2,S92000003,d,S08000019,Melanoma,NA,5,NA,5,NA
2014Q2,S92000003,d,S08000019,Ovarian,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000019,Upper GI,NA,17,NA,16,NA
2014Q2,S92000003,d,S08000019,Urological,NA,32,NA,30,NA
2014Q2,S92000003,d,S08000020,Breast,NA,85,NA,82,NA
2014Q2,S92000003,d,S08000020,Cervical,NA,8,NA,8,NA
2014Q2,S92000003,d,S08000020,Colorectal,NA,45,NA,35,NA
2014Q2,S92000003,d,S08000020,Head & Neck,NA,6,NA,6,NA
2014Q2,S92000003,d,S08000020,Lung,NA,67,NA,61,NA
2014Q2,S92000003,d,S08000020,Lymphoma,NA,17,NA,13,NA
2014Q2,S92000003,d,S08000020,Melanoma,NA,13,NA,12,NA
2014Q2,S92000003,d,S08000020,Ovarian,NA,9,NA,9,NA
2014Q2,S92000003,d,S08000020,Upper GI,NA,34,NA,32,NA
2014Q2,S92000003,d,S08000020,Urological,NA,35,NA,30,NA
2014Q2,S92000003,d,S08000022,Breast,NA,43,NA,42,NA
2014Q2,S92000003,d,S08000022,Cervical,NA,4,NA,2,NA
2014Q2,S92000003,d,S08000022,Colorectal,NA,25,NA,25,NA
2014Q2,S92000003,d,S08000022,Head & Neck,NA,7,NA,6,NA
2014Q2,S92000003,d,S08000022,Lung,NA,32,NA,30,NA
2014Q2,S92000003,d,S08000022,Lymphoma,NA,12,NA,11,NA
2014Q2,S92000003,d,S08000022,Melanoma,NA,10,NA,10,NA
2014Q2,S92000003,d,S08000022,Ovarian,NA,5,NA,3,NA
2014Q2,S92000003,d,S08000022,Upper GI,NA,22,NA,21,NA
2014Q2,S92000003,d,S08000022,Urological,NA,26,NA,20,NA
2014Q2,S92000003,d,S08000024,Breast,NA,184,NA,184,NA
2014Q2,S92000003,d,S08000024,Cervical,NA,17,NA,16,NA
2014Q2,S92000003,d,S08000024,Colorectal,NA,81,NA,72,NA
2014Q2,S92000003,d,S08000024,Head & Neck,NA,26,NA,24,NA
2014Q2,S92000003,d,S08000024,Lung,NA,100,NA,76,NA
2014Q2,S92000003,d,S08000024,Lymphoma,NA,15,NA,15,NA
2014Q2,S92000003,d,S08000024,Melanoma,NA,13,NA,13,NA
2014Q2,S92000003,d,S08000024,Ovarian,NA,9,NA,8,NA
2014Q2,S92000003,d,S08000024,Upper GI,NA,45,NA,45,NA
2014Q2,S92000003,d,S08000024,Urological,NA,66,NA,60,NA
2014Q2,S92000003,d,S08000025,Colorectal,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000026,Breast,NA,3,NA,3,NA
2014Q2,S92000003,d,S08000026,Colorectal,NA,2,NA,2,NA
2014Q2,S92000003,d,S08000026,Urological,NA,3,NA,2,NA
2014Q2,S92000003,d,S08000028,Colorectal,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000028,Melanoma,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000028,Urological,NA,1,NA,0,NA
2014Q2,S92000003,d,S08000029,Breast,NA,25,NA,25,NA
2014Q2,S92000003,d,S08000029,Cervical,NA,1,NA,1,NA
2014Q2,S92000003,d,S08000029,Colorectal,NA,27,NA,27,NA
2014Q2,S92000003,d,S08000029,Head & Neck,NA,3,NA,3,NA
2014Q2,S92000003,d,S08000029,Lung,NA,37,NA,36,NA
2014Q2,S92000003,d,S08000029,Lymphoma,NA,5,NA,5,NA
2014Q2,S92000003,d,S08000029,Melanoma,NA,3,NA,3,NA
2014Q2,S92000003,d,S08000029,Ovarian,NA,5,NA,5,NA
2014Q2,S92000003,d,S08000029,Upper GI,NA,16,NA,16,NA
2014Q2,S92000003,d,S08000029,Urological,NA,23,NA,17,NA
2014Q2,S92000003,d,S08000030,Breast,NA,54,NA,53,NA
2014Q2,S92000003,d,S08000030,Cervical,NA,8,NA,7,NA
2014Q2,S92000003,d,S08000030,Colorectal,NA,44,NA,41,NA
2014Q2,S92000003,d,S08000030,Head & Neck,NA,7,NA,6,NA
2014Q2,S92000003,d,S08000030,Lung,NA,52,NA,50,NA
2014Q2,S92000003,d,S08000030,Melanoma,NA,6,NA,5,NA
2014Q2,S92000003,d,S08000030,Upper GI,NA,26,NA,26,NA
2014Q2,S92000003,d,S08000030,Urological,NA,34,NA,31,NA
2014Q2,S92000003,d,S08000031,Breast,NA,231,NA,218,NA
2014Q2,S92000003,d,S08000031,Cervical,NA,14,NA,13,NA
2014Q2,S92000003,d,S08000031,Colorectal,NA,119,NA,108,NA
2014Q2,S92000003,d,S08000031,Head & Neck,NA,57,NA,50,NA
2014Q2,S92000003,d,S08000031,Lung,NA,181,NA,167,NA
2014Q2,S92000003,d,S08000031,Lymphoma,NA,19,NA,19,NA
2014Q2,S92000003,d,S08000031,Melanoma,NA,26,NA,25,NA
2014Q2,S92000003,d,S08000031,Ovarian,NA,22,NA,21,NA
2014Q2,S92000003,d,S08000031,Upper GI,NA,85,NA,74,NA
2014Q2,S92000003,d,S08000031,Urological,NA,113,NA,84,NA
2014Q2,S92000003,d,S08000032,Breast,NA,84,NA,83,NA
2014Q2,S92000003,d,S08000032,Cervical,NA,2,NA,2,NA
2014Q2,S92000003,d,S08000032,Colorectal,NA,50,NA,49,NA
2014Q2,S92000003,d,S08000032,Head & Neck,NA,6,NA,6,NA
2014Q2,S92000003,d,S08000032,Lung,NA,45,NA,45,NA
2014Q2,S92000003,d,S08000032,Lymphoma,NA,13,NA,13,NA
2014Q2,S92000003,d,S08000032,Melanoma,NA,15,NA,15,NA
2014Q2,S92000003,d,S08000032,Ovarian,NA,3,NA,3,NA
2014Q2,S92000003,d,S08000032,Upper GI,NA,25,NA,25,NA
2014Q2,S92000003,d,S08000032,Urological,NA,44,NA,38,NA
2014Q2,S92000003,d,SB0801,Lung,NA,40,NA,35,NA
2014Q3,S92000003,d,S08000015,Breast,NA,69,NA,66,NA
2014Q3,S92000003,d,S08000015,Cervical,NA,6,NA,6,NA
2014Q3,S92000003,d,S08000015,Colorectal,NA,38,NA,38,NA
2014Q3,S92000003,d,S08000015,Head & Neck,NA,5,NA,4,NA
2014Q3,S92000003,d,S08000015,Lung,NA,45,NA,45,NA
2014Q3,S92000003,d,S08000015,Lymphoma,NA,5,NA,5,NA
2014Q3,S92000003,d,S08000015,Melanoma,NA,7,NA,7,NA
2014Q3,S92000003,d,S08000015,Ovarian,NA,2,NA,2,NA
2014Q3,S92000003,d,S08000015,Upper GI,NA,23,NA,23,NA
2014Q3,S92000003,d,S08000015,Urological,NA,37,NA,35,NA
2014Q3,S92000003,d,S08000016,Breast,NA,9,NA,9,NA
2014Q3,S92000003,d,S08000016,Colorectal,NA,10,NA,9,NA
2014Q3,S92000003,d,S08000016,Lung,NA,12,NA,12,NA
2014Q3,S92000003,d,S08000016,Lymphoma,NA,3,NA,3,NA
2014Q3,S92000003,d,S08000016,Melanoma,NA,3,NA,3,NA
2014Q3,S92000003,d,S08000016,Ovarian,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000016,Upper GI,NA,6,NA,6,NA
2014Q3,S92000003,d,S08000016,Urological,NA,4,NA,4,NA
2014Q3,S92000003,d,S08000017,Breast,NA,21,NA,21,NA
2014Q3,S92000003,d,S08000017,Cervical,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000017,Colorectal,NA,18,NA,17,NA
2014Q3,S92000003,d,S08000017,Lung,NA,18,NA,18,NA
2014Q3,S92000003,d,S08000017,Lymphoma,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000017,Melanoma,NA,8,NA,8,NA
2014Q3,S92000003,d,S08000017,Ovarian,NA,4,NA,4,NA
2014Q3,S92000003,d,S08000017,Upper GI,NA,12,NA,12,NA
2014Q3,S92000003,d,S08000017,Urological,NA,13,NA,13,NA
2014Q3,S92000003,d,S08000019,Breast,NA,40,NA,40,NA
2014Q3,S92000003,d,S08000019,Cervical,NA,2,NA,2,NA
2014Q3,S92000003,d,S08000019,Colorectal,NA,22,NA,22,NA
2014Q3,S92000003,d,S08000019,Lung,NA,20,NA,20,NA
2014Q3,S92000003,d,S08000019,Lymphoma,NA,2,NA,2,NA
2014Q3,S92000003,d,S08000019,Melanoma,NA,9,NA,7,NA
2014Q3,S92000003,d,S08000019,Ovarian,NA,2,NA,2,NA
2014Q3,S92000003,d,S08000019,Upper GI,NA,10,NA,10,NA
2014Q3,S92000003,d,S08000019,Urological,NA,35,NA,34,NA
2014Q3,S92000003,d,S08000020,Breast,NA,68,NA,66,NA
2014Q3,S92000003,d,S08000020,Cervical,NA,2,NA,1,NA
2014Q3,S92000003,d,S08000020,Colorectal,NA,51,NA,36,NA
2014Q3,S92000003,d,S08000020,Head & Neck,NA,14,NA,12,NA
2014Q3,S92000003,d,S08000020,Lung,NA,76,NA,66,NA
2014Q3,S92000003,d,S08000020,Lymphoma,NA,9,NA,6,NA
2014Q3,S92000003,d,S08000020,Melanoma,NA,14,NA,14,NA
2014Q3,S92000003,d,S08000020,Ovarian,NA,12,NA,12,NA
2014Q3,S92000003,d,S08000020,Upper GI,NA,49,NA,49,NA
2014Q3,S92000003,d,S08000020,Urological,NA,39,NA,28,NA
2014Q3,S92000003,d,S08000022,Breast,NA,50,NA,50,NA
2014Q3,S92000003,d,S08000022,Colorectal,NA,24,NA,21,NA
2014Q3,S92000003,d,S08000022,Head & Neck,NA,6,NA,6,NA
2014Q3,S92000003,d,S08000022,Lung,NA,17,NA,17,NA
2014Q3,S92000003,d,S08000022,Lymphoma,NA,7,NA,7,NA
2014Q3,S92000003,d,S08000022,Melanoma,NA,10,NA,10,NA
2014Q3,S92000003,d,S08000022,Ovarian,NA,4,NA,4,NA
2014Q3,S92000003,d,S08000022,Upper GI,NA,23,NA,22,NA
2014Q3,S92000003,d,S08000022,Urological,NA,28,NA,23,NA
2014Q3,S92000003,d,S08000024,Breast,NA,170,NA,170,NA
2014Q3,S92000003,d,S08000024,Cervical,NA,14,NA,14,NA
2014Q3,S92000003,d,S08000024,Colorectal,NA,81,NA,75,NA
2014Q3,S92000003,d,S08000024,Head & Neck,NA,25,NA,22,NA
2014Q3,S92000003,d,S08000024,Lung,NA,81,NA,68,NA
2014Q3,S92000003,d,S08000024,Lymphoma,NA,19,NA,18,NA
2014Q3,S92000003,d,S08000024,Melanoma,NA,15,NA,14,NA
2014Q3,S92000003,d,S08000024,Ovarian,NA,7,NA,7,NA
2014Q3,S92000003,d,S08000024,Upper GI,NA,29,NA,28,NA
2014Q3,S92000003,d,S08000024,Urological,NA,78,NA,72,NA
2014Q3,S92000003,d,S08000025,Breast,NA,2,NA,2,NA
2014Q3,S92000003,d,S08000025,Colorectal,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000025,Urological,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000026,Breast,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000026,Colorectal,NA,2,NA,2,NA
2014Q3,S92000003,d,S08000026,Upper GI,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000026,Urological,NA,4,NA,4,NA
2014Q3,S92000003,d,S08000028,Colorectal,NA,3,NA,3,NA
2014Q3,S92000003,d,S08000028,Lung,NA,3,NA,3,NA
2014Q3,S92000003,d,S08000028,Upper GI,NA,2,NA,2,NA
2014Q3,S92000003,d,S08000029,Breast,NA,25,NA,25,NA
2014Q3,S92000003,d,S08000029,Cervical,NA,2,NA,2,NA
2014Q3,S92000003,d,S08000029,Colorectal,NA,34,NA,32,NA
2014Q3,S92000003,d,S08000029,Head & Neck,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000029,Lung,NA,33,NA,32,NA
2014Q3,S92000003,d,S08000029,Lymphoma,NA,8,NA,8,NA
2014Q3,S92000003,d,S08000029,Melanoma,NA,5,NA,4,NA
2014Q3,S92000003,d,S08000029,Ovarian,NA,3,NA,3,NA
2014Q3,S92000003,d,S08000029,Upper GI,NA,15,NA,15,NA
2014Q3,S92000003,d,S08000029,Urological,NA,35,NA,29,NA
2014Q3,S92000003,d,S08000030,Breast,NA,58,NA,56,NA
2014Q3,S92000003,d,S08000030,Cervical,NA,3,NA,3,NA
2014Q3,S92000003,d,S08000030,Colorectal,NA,35,NA,33,NA
2014Q3,S92000003,d,S08000030,Head & Neck,NA,4,NA,4,NA
2014Q3,S92000003,d,S08000030,Lung,NA,53,NA,52,NA
2014Q3,S92000003,d,S08000030,Melanoma,NA,12,NA,12,NA
2014Q3,S92000003,d,S08000030,Upper GI,NA,27,NA,27,NA
2014Q3,S92000003,d,S08000030,Urological,NA,34,NA,34,NA
2014Q3,S92000003,d,S08000031,Breast,NA,236,NA,222,NA
2014Q3,S92000003,d,S08000031,Cervical,NA,10,NA,9,NA
2014Q3,S92000003,d,S08000031,Colorectal,NA,138,NA,125,NA
2014Q3,S92000003,d,S08000031,Head & Neck,NA,57,NA,52,NA
2014Q3,S92000003,d,S08000031,Lung,NA,181,NA,173,NA
2014Q3,S92000003,d,S08000031,Lymphoma,NA,31,NA,28,NA
2014Q3,S92000003,d,S08000031,Melanoma,NA,37,NA,35,NA
2014Q3,S92000003,d,S08000031,Ovarian,NA,28,NA,27,NA
2014Q3,S92000003,d,S08000031,Upper GI,NA,84,NA,69,NA
2014Q3,S92000003,d,S08000031,Urological,NA,116,NA,93,NA
2014Q3,S92000003,d,S08000032,Breast,NA,66,NA,66,NA
2014Q3,S92000003,d,S08000032,Cervical,NA,1,NA,1,NA
2014Q3,S92000003,d,S08000032,Colorectal,NA,48,NA,47,NA
2014Q3,S92000003,d,S08000032,Head & Neck,NA,8,NA,8,NA
2014Q3,S92000003,d,S08000032,Lung,NA,32,NA,32,NA
2014Q3,S92000003,d,S08000032,Lymphoma,NA,9,NA,9,NA
2014Q3,S92000003,d,S08000032,Melanoma,NA,19,NA,19,NA
2014Q3,S92000003,d,S08000032,Ovarian,NA,5,NA,5,NA
2014Q3,S92000003,d,S08000032,Upper GI,NA,24,NA,24,NA
2014Q3,S92000003,d,S08000032,Urological,NA,33,NA,29,NA
2014Q3,S92000003,d,SB0801,Lung,NA,42,NA,37,NA
2014Q4,S92000003,d,S08000015,Breast,NA,71,NA,68,NA
2014Q4,S92000003,d,S08000015,Cervical,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000015,Colorectal,NA,28,NA,27,NA
2014Q4,S92000003,d,S08000015,Head & Neck,NA,5,NA,4,NA
2014Q4,S92000003,d,S08000015,Lung,NA,44,NA,42,NA
2014Q4,S92000003,d,S08000015,Lymphoma,NA,10,NA,8,NA
2014Q4,S92000003,d,S08000015,Melanoma,NA,6,NA,6,NA
2014Q4,S92000003,d,S08000015,Ovarian,NA,3,NA,3,NA
2014Q4,S92000003,d,S08000015,Upper GI,NA,29,NA,28,NA
2014Q4,S92000003,d,S08000015,Urological,NA,35,NA,35,NA
2014Q4,S92000003,d,S08000016,Breast,NA,15,NA,15,NA
2014Q4,S92000003,d,S08000016,Cervical,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000016,Colorectal,NA,10,NA,10,NA
2014Q4,S92000003,d,S08000016,Lung,NA,11,NA,11,NA
2014Q4,S92000003,d,S08000016,Lymphoma,NA,4,NA,4,NA
2014Q4,S92000003,d,S08000016,Melanoma,NA,6,NA,6,NA
2014Q4,S92000003,d,S08000016,Ovarian,NA,4,NA,4,NA
2014Q4,S92000003,d,S08000016,Upper GI,NA,12,NA,12,NA
2014Q4,S92000003,d,S08000016,Urological,NA,10,NA,10,NA
2014Q4,S92000003,d,S08000017,Breast,NA,25,NA,25,NA
2014Q4,S92000003,d,S08000017,Cervical,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000017,Colorectal,NA,17,NA,17,NA
2014Q4,S92000003,d,S08000017,Head & Neck,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000017,Lung,NA,20,NA,20,NA
2014Q4,S92000003,d,S08000017,Lymphoma,NA,3,NA,3,NA
2014Q4,S92000003,d,S08000017,Melanoma,NA,2,NA,2,NA
2014Q4,S92000003,d,S08000017,Ovarian,NA,2,NA,2,NA
2014Q4,S92000003,d,S08000017,Upper GI,NA,8,NA,8,NA
2014Q4,S92000003,d,S08000017,Urological,NA,16,NA,16,NA
2014Q4,S92000003,d,S08000019,Breast,NA,38,NA,38,NA
2014Q4,S92000003,d,S08000019,Cervical,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000019,Colorectal,NA,25,NA,24,NA
2014Q4,S92000003,d,S08000019,Head & Neck,NA,3,NA,3,NA
2014Q4,S92000003,d,S08000019,Lung,NA,32,NA,31,NA
2014Q4,S92000003,d,S08000019,Lymphoma,NA,9,NA,9,NA
2014Q4,S92000003,d,S08000019,Melanoma,NA,11,NA,10,NA
2014Q4,S92000003,d,S08000019,Ovarian,NA,5,NA,4,NA
2014Q4,S92000003,d,S08000019,Upper GI,NA,14,NA,13,NA
2014Q4,S92000003,d,S08000019,Urological,NA,32,NA,30,NA
2014Q4,S92000003,d,S08000020,Breast,NA,70,NA,69,NA
2014Q4,S92000003,d,S08000020,Cervical,NA,7,NA,7,NA
2014Q4,S92000003,d,S08000020,Colorectal,NA,51,NA,40,NA
2014Q4,S92000003,d,S08000020,Head & Neck,NA,13,NA,9,NA
2014Q4,S92000003,d,S08000020,Lung,NA,74,NA,68,NA
2014Q4,S92000003,d,S08000020,Lymphoma,NA,6,NA,5,NA
2014Q4,S92000003,d,S08000020,Melanoma,NA,9,NA,8,NA
2014Q4,S92000003,d,S08000020,Ovarian,NA,14,NA,12,NA
2014Q4,S92000003,d,S08000020,Upper GI,NA,30,NA,28,NA
2014Q4,S92000003,d,S08000020,Urological,NA,48,NA,41,NA
2014Q4,S92000003,d,S08000022,Breast,NA,37,NA,37,NA
2014Q4,S92000003,d,S08000022,Cervical,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000022,Colorectal,NA,30,NA,25,NA
2014Q4,S92000003,d,S08000022,Head & Neck,NA,5,NA,5,NA
2014Q4,S92000003,d,S08000022,Lung,NA,38,NA,37,NA
2014Q4,S92000003,d,S08000022,Lymphoma,NA,11,NA,11,NA
2014Q4,S92000003,d,S08000022,Melanoma,NA,7,NA,7,NA
2014Q4,S92000003,d,S08000022,Ovarian,NA,5,NA,5,NA
2014Q4,S92000003,d,S08000022,Upper GI,NA,24,NA,24,NA
2014Q4,S92000003,d,S08000022,Urological,NA,18,NA,14,NA
2014Q4,S92000003,d,S08000024,Breast,NA,168,NA,168,NA
2014Q4,S92000003,d,S08000024,Cervical,NA,13,NA,12,NA
2014Q4,S92000003,d,S08000024,Colorectal,NA,71,NA,64,NA
2014Q4,S92000003,d,S08000024,Head & Neck,NA,18,NA,15,NA
2014Q4,S92000003,d,S08000024,Lung,NA,84,NA,83,NA
2014Q4,S92000003,d,S08000024,Lymphoma,NA,19,NA,15,NA
2014Q4,S92000003,d,S08000024,Melanoma,NA,13,NA,12,NA
2014Q4,S92000003,d,S08000024,Ovarian,NA,10,NA,9,NA
2014Q4,S92000003,d,S08000024,Upper GI,NA,34,NA,32,NA
2014Q4,S92000003,d,S08000024,Urological,NA,74,NA,63,NA
2014Q4,S92000003,d,S08000025,Lung,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000025,Urological,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000026,Breast,NA,3,NA,3,NA
2014Q4,S92000003,d,S08000026,Colorectal,NA,4,NA,4,NA
2014Q4,S92000003,d,S08000026,Melanoma,NA,3,NA,3,NA
2014Q4,S92000003,d,S08000026,Upper GI,NA,2,NA,2,NA
2014Q4,S92000003,d,S08000026,Urological,NA,2,NA,2,NA
2014Q4,S92000003,d,S08000028,Colorectal,NA,2,NA,2,NA
2014Q4,S92000003,d,S08000028,Lung,NA,2,NA,2,NA
2014Q4,S92000003,d,S08000028,Upper GI,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000028,Urological,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000029,Breast,NA,27,NA,26,NA
2014Q4,S92000003,d,S08000029,Cervical,NA,5,NA,5,NA
2014Q4,S92000003,d,S08000029,Colorectal,NA,30,NA,29,NA
2014Q4,S92000003,d,S08000029,Head & Neck,NA,4,NA,4,NA
2014Q4,S92000003,d,S08000029,Lung,NA,19,NA,19,NA
2014Q4,S92000003,d,S08000029,Lymphoma,NA,4,NA,4,NA
2014Q4,S92000003,d,S08000029,Melanoma,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000029,Ovarian,NA,6,NA,6,NA
2014Q4,S92000003,d,S08000029,Upper GI,NA,13,NA,13,NA
2014Q4,S92000003,d,S08000029,Urological,NA,21,NA,16,NA
2014Q4,S92000003,d,S08000030,Breast,NA,65,NA,63,NA
2014Q4,S92000003,d,S08000030,Cervical,NA,8,NA,8,NA
2014Q4,S92000003,d,S08000030,Colorectal,NA,45,NA,41,NA
2014Q4,S92000003,d,S08000030,Head & Neck,NA,1,NA,1,NA
2014Q4,S92000003,d,S08000030,Lung,NA,41,NA,41,NA
2014Q4,S92000003,d,S08000030,Melanoma,NA,12,NA,12,NA
2014Q4,S92000003,d,S08000030,Upper GI,NA,22,NA,22,NA
2014Q4,S92000003,d,S08000030,Urological,NA,35,NA,34,NA
2014Q4,S92000003,d,S08000031,Breast,NA,235,NA,229,NA
2014Q4,S92000003,d,S08000031,Cervical,NA,14,NA,14,NA
2014Q4,S92000003,d,S08000031,Colorectal,NA,90,NA,82,NA
2014Q4,S92000003,d,S08000031,Head & Neck,NA,48,NA,44,NA
2014Q4,S92000003,d,S08000031,Lung,NA,138,NA,129,NA
2014Q4,S92000003,d,S08000031,Lymphoma,NA,22,NA,22,NA
2014Q4,S92000003,d,S08000031,Melanoma,NA,32,NA,31,NA
2014Q4,S92000003,d,S08000031,Ovarian,NA,19,NA,18,NA
2014Q4,S92000003,d,S08000031,Upper GI,NA,82,NA,69,NA
2014Q4,S92000003,d,S08000031,Urological,NA,123,NA,106,NA
2014Q4,S92000003,d,S08000032,Breast,NA,77,NA,74,NA
2014Q4,S92000003,d,S08000032,Cervical,NA,5,NA,5,NA
2014Q4,S92000003,d,S08000032,Colorectal,NA,39,NA,38,NA
2014Q4,S92000003,d,S08000032,Head & Neck,NA,3,NA,3,NA
2014Q4,S92000003,d,S08000032,Lung,NA,38,NA,38,NA
2014Q4,S92000003,d,S08000032,Lymphoma,NA,5,NA,5,NA
2014Q4,S92000003,d,S08000032,Melanoma,NA,19,NA,19,NA
