quarter,quarter_time,hb,hbt,hbtqf,cancer_type,cancer_type_qf,hbqf,referrals_standard,referrals,referrals_standard_qf,referrals_standard_qf_values,referrals_treated_standard,referrals_treated,referrals_treated_qf,referrals_treated_qf_values
2017Q4,2017 Q4,S08000024,S08000024,NA,Head & Neck,NA,NA,62day_standard,26,62day_standard_qf,NA,within62days,26,within62days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Lung,NA,NA,31day_standard,142,31day_standard_qf,NA,within31days,141,within31days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Lung,NA,NA,62day_standard,50,62day_standard_qf,NA,within62days,48,within62days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Lymphoma,NA,NA,31day_standard,37,31day_standard_qf,NA,within31days,37,within31days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Lymphoma,NA,NA,62day_standard,17,62day_standard_qf,NA,within62days,15,within62days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Melanoma,NA,NA,31day_standard,50,31day_standard_qf,NA,within31days,50,within31days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Melanoma,NA,NA,62day_standard,23,62day_standard_qf,NA,within62days,14,within62days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Ovarian,NA,NA,31day_standard,20,31day_standard_qf,NA,within31days,18,within31days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Ovarian,NA,NA,62day_standard,9,62day_standard_qf,NA,within62days,9,within62days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Upper GI,NA,NA,31day_standard,64,31day_standard_qf,NA,within31days,64,within31days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Upper GI,NA,NA,62day_standard,31,62day_standard_qf,NA,within62days,30,within62days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Urological,NA,NA,31day_standard,166,31day_standard_qf,NA,within31days,130,within31days_qf,NA
2017Q4,2017 Q4,S08000024,S08000024,NA,Urological,NA,NA,62day_standard,87,62day_standard_qf,NA,within62days,62,within62days_qf,NA
2017Q4,2017 Q4,S08000025,S08000020,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000025,S08000020,NA,Upper GI,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2017Q4,2017 Q4,S08000025,S08000020,NA,Upper GI,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2017Q4,2017 Q4,S08000025,S08000022,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000025,S08000025,NA,Colorectal,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2017Q4,2017 Q4,S08000025,S08000025,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000026,S08000020,NA,Colorectal,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000026,S08000020,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000026,S08000020,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2017Q4,2017 Q4,S08000026,S08000020,NA,Lung,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2017Q4,2017 Q4,S08000026,S08000020,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,0,within31days_qf,NA
2017Q4,2017 Q4,S08000026,S08000020,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2017Q4,2017 Q4,S08000026,S08000026,NA,Breast,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2017Q4,2017 Q4,S08000026,S08000026,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000026,S08000026,NA,Upper GI,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2017Q4,2017 Q4,S08000026,S08000026,NA,Upper GI,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000026,S08000026,NA,Urological,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2017Q4,2017 Q4,S08000026,S08000026,NA,Urological,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000020,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,0,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000020,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000022,NA,Colorectal,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000022,NA,Colorectal,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000022,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000022,NA,Melanoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000022,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000022,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000022,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000028,NA,Colorectal,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000028,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000028,NA,Lung,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000028,NA,Lung,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000028,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000028,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000028,NA,Urological,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000028,NA,Urological,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000028,S08000031,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000031,NA,Ovarian,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000028,S08000031,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Colorectal,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Colorectal,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Head & Neck,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Head & Neck,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Lung,NA,NA,31day_standard,27,31day_standard_qf,NA,within31days,26,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Lung,NA,NA,62day_standard,15,62day_standard_qf,NA,within62days,15,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Lymphoma,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Ovarian,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Ovarian,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Upper GI,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Upper GI,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Urological,NA,NA,31day_standard,12,31day_standard_qf,NA,within31days,12,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000024,NA,Urological,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Breast,NA,NA,31day_standard,48,31day_standard_qf,NA,within31days,48,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Breast,NA,NA,62day_standard,38,62day_standard_qf,NA,within62days,38,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Colorectal,NA,NA,31day_standard,51,31day_standard_qf,NA,within31days,51,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Colorectal,NA,NA,62day_standard,35,62day_standard_qf,NA,within62days,34,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Lung,NA,NA,31day_standard,35,31day_standard_qf,NA,within31days,35,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Lung,NA,NA,62day_standard,31,62day_standard_qf,NA,within62days,30,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Lymphoma,NA,NA,31day_standard,20,31day_standard_qf,NA,within31days,20,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Lymphoma,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Melanoma,NA,NA,31day_standard,10,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Melanoma,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Ovarian,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Ovarian,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Upper GI,NA,NA,31day_standard,45,31day_standard_qf,NA,within31days,45,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Upper GI,NA,NA,62day_standard,26,62day_standard_qf,NA,within62days,25,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Urological,NA,NA,31day_standard,80,31day_standard_qf,NA,within31days,78,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000029,NA,Urological,NA,NA,62day_standard,37,62day_standard_qf,NA,within62days,29,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000030,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000030,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000030,NA,Head & Neck,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000030,NA,Head & Neck,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000030,NA,Lung,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000030,NA,Lung,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000029,S08000030,NA,Melanoma,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2017Q4,2017 Q4,S08000029,S08000030,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000020,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000020,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000020,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000020,NA,Lung,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000020,NA,Urological,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,0,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000020,NA,Urological,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000024,NA,Lung,NA,NA,31day_standard,10,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000024,NA,Lung,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000024,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Breast,NA,NA,31day_standard,114,31day_standard_qf,NA,within31days,110,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Breast,NA,NA,62day_standard,71,62day_standard_qf,NA,within62days,69,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Cervical,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Colorectal,NA,NA,31day_standard,63,31day_standard_qf,NA,within31days,61,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Colorectal,NA,NA,62day_standard,42,62day_standard_qf,NA,within62days,37,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Head & Neck,NA,NA,31day_standard,19,31day_standard_qf,NA,within31days,19,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Head & Neck,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Lung,NA,NA,31day_standard,69,31day_standard_qf,NA,within31days,68,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Lung,NA,NA,62day_standard,33,62day_standard_qf,NA,within62days,28,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Lymphoma,NA,NA,31day_standard,17,31day_standard_qf,NA,within31days,17,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Melanoma,NA,NA,31day_standard,24,31day_standard_qf,NA,within31days,23,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Melanoma,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Ovarian,NA,NA,31day_standard,18,31day_standard_qf,NA,within31days,17,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Ovarian,NA,NA,62day_standard,8,62day_standard_qf,NA,within62days,8,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Upper GI,NA,NA,31day_standard,49,31day_standard_qf,NA,within31days,47,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Upper GI,NA,NA,62day_standard,20,62day_standard_qf,NA,within62days,18,within62days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Urological,NA,NA,31day_standard,123,31day_standard_qf,NA,within31days,112,within31days_qf,NA
2017Q4,2017 Q4,S08000030,S08000030,NA,Urological,NA,NA,62day_standard,28,62day_standard_qf,NA,within62days,21,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000019,NA,Breast,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000019,NA,Breast,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000022,NA,Lung,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000022,NA,Lung,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000024,NA,Colorectal,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Breast,NA,NA,31day_standard,326,31day_standard_qf,NA,within31days,296,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Breast,NA,NA,62day_standard,243,62day_standard_qf,NA,within62days,208,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Cervical,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Cervical,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Colorectal,NA,NA,31day_standard,179,31day_standard_qf,NA,within31days,174,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Colorectal,NA,NA,62day_standard,104,62day_standard_qf,NA,within62days,81,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Head & Neck,NA,NA,31day_standard,69,31day_standard_qf,NA,within31days,66,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Head & Neck,NA,NA,62day_standard,45,62day_standard_qf,NA,within62days,41,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Lung,NA,NA,31day_standard,233,31day_standard_qf,NA,within31days,230,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Lung,NA,NA,62day_standard,105,62day_standard_qf,NA,within62days,102,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Lymphoma,NA,NA,31day_standard,83,31day_standard_qf,NA,within31days,83,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Lymphoma,NA,NA,62day_standard,47,62day_standard_qf,NA,within62days,44,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Melanoma,NA,NA,31day_standard,61,31day_standard_qf,NA,within31days,61,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Melanoma,NA,NA,62day_standard,32,62day_standard_qf,NA,within62days,32,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Ovarian,NA,NA,31day_standard,19,31day_standard_qf,NA,within31days,19,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Ovarian,NA,NA,62day_standard,12,62day_standard_qf,NA,within62days,12,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Upper GI,NA,NA,31day_standard,174,31day_standard_qf,NA,within31days,170,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Upper GI,NA,NA,62day_standard,106,62day_standard_qf,NA,within62days,86,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Urological,NA,NA,31day_standard,303,31day_standard_qf,NA,within31days,259,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000031,NA,Urological,NA,NA,62day_standard,140,62day_standard_qf,NA,within62days,81,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000032,NA,Breast,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000032,NA,Breast,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2017Q4,2017 Q4,S08000031,S08000032,NA,Colorectal,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000031,S08000032,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000031,SB0801,NA,Lung,NA,NA,31day_standard,48,31day_standard_qf,NA,within31days,48,within31days_qf,NA
2017Q4,2017 Q4,S08000031,SB0801,NA,Lung,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000024,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Breast,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Breast,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Cervical,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Cervical,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Colorectal,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Colorectal,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Head & Neck,NA,NA,31day_standard,14,31day_standard_qf,NA,within31days,14,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Head & Neck,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Lung,NA,NA,31day_standard,28,31day_standard_qf,NA,within31days,28,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Lung,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Melanoma,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Ovarian,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Ovarian,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Upper GI,NA,NA,31day_standard,11,31day_standard_qf,NA,within31days,11,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Upper GI,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Urological,NA,NA,31day_standard,18,31day_standard_qf,NA,within31days,17,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000031,NA,Urological,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Breast,NA,NA,31day_standard,67,31day_standard_qf,NA,within31days,67,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Breast,NA,NA,62day_standard,43,62day_standard_qf,NA,within62days,43,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Cervical,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Cervical,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Colorectal,NA,NA,31day_standard,72,31day_standard_qf,NA,within31days,71,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Colorectal,NA,NA,62day_standard,56,62day_standard_qf,NA,within62days,52,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Head & Neck,NA,NA,31day_standard,16,31day_standard_qf,NA,within31days,16,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Head & Neck,NA,NA,62day_standard,11,62day_standard_qf,NA,within62days,11,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Lung,NA,NA,31day_standard,53,31day_standard_qf,NA,within31days,53,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Lung,NA,NA,62day_standard,20,62day_standard_qf,NA,within62days,20,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Lymphoma,NA,NA,31day_standard,27,31day_standard_qf,NA,within31days,27,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Lymphoma,NA,NA,62day_standard,11,62day_standard_qf,NA,within62days,11,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Melanoma,NA,NA,31day_standard,27,31day_standard_qf,NA,within31days,25,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Melanoma,NA,NA,62day_standard,16,62day_standard_qf,NA,within62days,15,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Ovarian,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Upper GI,NA,NA,31day_standard,52,31day_standard_qf,NA,within31days,52,within31days_qf,NA
2017Q4,2017 Q4,S08000032,S08000032,NA,Upper GI,NA,NA,62day_standard,24,62day_standard_qf,NA,within62days,24,within62days_qf,NA
